HS 2012 Product Code,HS 2012 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
853080,Other equipment,853080,"Electrical signalling, safety or traffic contro"
853090,Parts,853090,"Parts of electrical signalling, safety or traff"
853110,Burglar or fire alarms and similar apparatus,853110,Burglar or fire alarms and similar apparatus
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),853120,Indicator panels incorporating liquid crystal d
853180,Other apparatus,853180,"Electric sound or visual signalling apparatus,"
853190,Parts,853190,Parts of electric sound or visual signalling ap
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),853210,Fixed capacitors designed for use in 50/60 Hz c
853221,Tantalum,853221,"Electrical capacitors, fixed, tantalum, nes"
853222,Aluminium electrolytic,853222,"Electrical capacitors, fixed, aluminium electro"
853223,"Ceramic dielectric, single layer",853223,"Electrical capacitors, fixed, ceramic dielectri"
853224,"Ceramic dielectric, multilayer",853224,"Electrical capacitors, fixed, ceramic dielectri"
853225,Dielectric of paper or plastics,853225,"Electrical capacitors, fixed, dielectric of pap"
853229,Other,853229,"Electrical capacitors, fixed, nes"
853230,Variable or adjustable (pre-set) capacitors,853230,"Electrical capacitors, variable or adjustable ("
853290,Parts,853290,Parts of electrical capacitors
853310,"Fixed carbon resistors, composition or film types",853310,"Electrical resistors, fixed carbon, composition"
853321,For a power handling capacity not exceeding 20 W,853321,Electrical resistors fixed for a power handling
853329,Other,853329,"Electrical resistors, fixed, other than heating"
853331,For a power handling capacity not exceeding 20 W,853331,"Wirewound variable resistors, including rheosta"
853339,Other,853339,"Wirewound variable resistors, including rheosta"
853340,"Other variable resistors, including rheostats and potentiometers",853340,"Variable resistors, including rheostats and pot"
853390,Parts,853390,"Parts of electrical resistors, rheostats and po"
853400,Printed circuits.,853400,Printed circuits
853510,Fuses,853510,"Electrical fuses, for a voltage exceeding 1,000"
853521,For a voltage of less than 72.5 kV,853521,Automatic circuit breakers for a voltage exceed
853529,Other,853529,"Automatic circuit breakers, for a voltage excee"
853530,Isolating switches and make-and-break switches,853530,"Isolating switches and make-and-break switches,"
853540,"Lightning arresters, voltage limiters and surge suppressors",853540,"Lightning arresters, voltage limiters and surge"
853590,Other,853590,Electrical app for switching or protec elec cir
853610,Fuses,853610,"Electrical fuses, for a voltage not exceeding 1"
853620,Automatic circuit breakers,853620,Automatic circuit breakers for a voltage not ex
853630,Other apparatus for protecting electrical circuits,853630,Electrical app for protecting electric circuits
853641,For a voltage not exceeding 60 V,853641,Electrical relays for a voltage not exceeding 6
853649,Other,853649,Electrical relays for a voltage exceed 60 V but
853650,Other switches,853650,Electrical switches for a voltage not exceeding
853661,Lamp-holders,853661,"Electrical lamp-holders, for a voltage not exce"
853669,Other,853669,"Electrical plugs and sockets, for a voltage not"
853670,"Connectors for optical fibres, optical fibre bundles or cables",392690,"Other articles of plastics, nes"
853690,Other apparatus,853690,Electrical app for switching or protec elec cir
853710,"For a voltage not exceeding 1,000 V",853710,"Boards, panels, including numerical control pan"
853720,"For a voltage exceeding 1,000 V",853720,"Boards, panels, including numerical control pan"
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 85.37, not equipped with their apparatus",853810,"Boards,panels,etc for gds of heading 85.37, not"
853890,Other,853890,Parts for use with the apparatus of heading no.
853910,Sealed beam lamp units,853910,Sealed beam lamp units
853921,Tungsten halogen,853921,"Filament lamps, tungsten halogen"
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",853922,"Filament lamps,of a power not exceed 200 W and"
853929,Other,853929,"Filament lamps, excluding ultraviolet or infra-"
853931,"Fluorescent, hot cathode",853931,"Fluorescent lamps, hot cathode"
853932,Mercury or sodium vapour lamps; metal halide lamps,853939,"Discharge lamps, other than ultra-violet lamps,"
853939,Other,853939,"Discharge lamps, other than ultra-violet lamps,"
853941,Arc-lamps,853940,Ultra-violet or infra-red lamps; arc lamps
853949,Other,853940,Ultra-violet or infra-red lamps; arc lamps
853990,Parts,853990,"Parts of electric filament or discharge lamps,U"
854011,Colour,854011,"Cathode-ray television picture tubes,including"
854012,Monochrome,854012,Cathode-ray TV picture tubes incl video monitor
854020,Television camera tubes; image converters and intensifiers; other photo-cathode tubes,854020,"Television camera tubes, image converter and ot"
854040,"Data/graphic display tubes, monochrome; data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4 mm",854030,"Cathode-ray tubes, nes"
854060,Other cathode-ray tubes,854030,"Cathode-ray tubes, nes"
854071,Magnetrons,854041,Magnetron tubes
854079,Other,854049,"Microwave tubes, nes"
854081,Receiver or amplifier valves and tubes,854081,Receiver or amplifier valves and tubes
854089,Other,854089,"Valve and tubes, nes"
854091,Of cathode-ray tubes,854091,Parts of cathode-ray tubes
854099,Other,854099,"Parts of valve and tubes, nes"
854110,"Diodes, other than photosensitive or light emitting diodes",854110,"Diodes, other than photosensitive or light emit"
854121,With a dissipation rate of less than 1 W,854121,"Transistors,oth than photosensitive,with a diss"
854129,Other,854129,"Transistors, other than photosensitive transist"
854130,"Thyristors, diacs and triacs, other than photosensitive devices",854130,"Thyristors, diacs and triacs, other than photos"
854140,"Photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes",854140,"Photosensitive semiconductor devices,photovolta"
854150,Other semiconductor devices,854150,"Semiconductor devices, nes"
854160,Mounted piezo-electric crystals,854160,Mounted piezo-electric crystals
854190,Parts,854190,Parts of mounted piezo-electric crystals and se
854231,"Processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits",854219,"Monolithic integrated circuits, nes"
854232,Memories,854219,"Monolithic integrated circuits, nes"
854233,Amplifiers,854219,"Monolithic integrated circuits, nes"
854239,Other,854219,"Monolithic integrated circuits, nes"
854290,Parts,854290,Parts of electronic integrated circuits and mic
854310,Particle accelerators,854310,Particle accelerators
854320,Signal generators,854320,Signal generators
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",854330,"Machines & apparatus for electroplating, electr"
854370,Other machines and apparatus,854380,"Electrical machines and apparatus, having indiv"
854390,Parts,854390,Parts of electrical machines & apparatus having
854411,Of copper,854411,Insulated (including enamelled or anodised) win
854419,Other,854419,Insulated (including enamelled or anodised) win
854420,Co-axial cable and other co-axial electric conductors,854420,Co-axial cable and other co-axial electric cond
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",854430,Ignition wiring sets&oth wiring sets of a kind
854442,Fitted with connectors,854441,"Electric conductors,for a voltage not exceeding"
854449,Other,854459,"Electric conductors, for a voltage >80V but not"
854460,"Other electric conductors, for a voltage exceeding 1,000 V",854460,"Electric conductors, for a voltage exceeding 1,"
854470,Optical fibre cables,854470,"Optical fibre cables, made up of individually s"
854511,Of a kind used for furnaces,854511,"Carbon or graphite electrodes, of a kind used f"
854519,Other,854519,"Carbon or graphite electrodes,of a kind used fo"
854520,Brushes,854520,Carbon or graphite brushes
854590,Other,854590,"Art. of carbon or graphite,of a kind used for e"
854610,Of glass,854610,Electrical insulators of glass
854620,Of ceramics,854620,Electrical insulators of ceramics
854690,Other,854690,"Electrical insulators, nes"
854710,Insulating fittings of ceramics,854710,Insulating fittings of ceramics for elec machin
854720,Insulating fittings of plastics,854720,Insulating fittings of plastics for elec machin
854790,Other,854790,Insulating fittings for electrical mach applian
854810,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric accumulators",850730,Nickel-cadmium electric accumulators
